company,drug,streak,start,end,reasons,color,type,info
Mylan,methotrexate,2,3/1/13,3/1/13,demand increase,orange,,25mg/mL; 10mL vial--Preservative Free--(NDC 67457-221-10) 2 mL available mid-Jan 2013--10 mL vial available Jan 2013--40 mL vial available Jan 2013;25mg/mL; 2mL vial--Preservative Free--(NDC 67457-221-02) 2 mL available mid-Jan 2013--10 mL vial available Jan 2013--40 mL vial available Jan 2013;25mg/mL; 40mL vial--Preservative Free--(NDC 67457-221-40) 2 mL available mid-Jan 2013--10 mL vial available Jan 2013--40 mL vial available Jan 2013
Pfizer,methotrexate,1,11/13/12,1/10/13,available,,,25mg/mL; 10mL vial (NDC 0069-0148-01) Available;25mg/mL; 2mL vial (NDC 0069-0146-02) Available;25mg/mL; 40mL vial (MDC 0069-0149-01)) Available;25mg/mL; 4mL vial (NDC 0069-0147-02) Available;25mg/mL; 8mL vial (NDC 0069-0181-02) Available
Pfizer,methotrexate,2,3/1/13,3/1/13,available,,,25mg/mL; 10mL vial (NDC 0069-0148-01) Available;25mg/mL; 2mL vial (NDC 0069-0146-02) Available;25mg/mL; 40mL vial (MDC 0069-0149-01)) Available;25mg/mL; 4mL vial (NDC 0069-0147-02) Available;25mg/mL; 8mL vial (NDC 0069-0181-02) Available
Sandoz,methotrexate,1,12/16/11,1/10/13,manufacturing delays; production suspended; demand increase,blue,,"Sandoz has temporarily discontinued 2ml (NDC 66758-0040-02) and 10ml (NDC 66758-0040-08) vials.  --Experiencing a back order on 40ml vials;Sandoz has temporarily discontinued 2ml (NDC 66758-0040-02) and 10ml (NDC 66758-0040-08) vials.   Experiencing a back order on 40ml vials;Sandoz has temporarily discontinued 2ml (NDC 66758-0040-02) and 10ml (NDC 66758-0040-08) vials.
--  
-- Experiencing a back order on 40ml vials;Sandoz has temporarily discontinued 2ml (NDC 66758-0040-02) and 10ml (NDC 66758-0040-08) vials.-- Experiencing a back order on 40ml vials.;Sandoz has temporarily discontinued 2ml (NDC 66758-0040-02) and 10ml (NDC 66758-0040-08) vials.--
--
-- Experiencing a back order on 40ml vials.;Manufacturing delays Sandoz has temporarily discontinued 2ml (NDC 66758-0040-02) and 10ml (NDC 66758-0040-08) vials.-- Experiencing a back order on 40ml vials.;25mg/ml; 40ml vial--Preservative Free--(NDC 66758-0041-01) Experiencing a back order on 40ml vials. Shortage per Manufacturer:--Manufacturing delays;25mg/ml; 10ml vial--Preservative Free--(NDC 66758-0040-08) Temporarily discontinued the 10 mL vial presentation Shortage per Manufacturer:--Manufacturing delays;25mg/ml; 2ml vial--Preservative Free--(NDC 66758-0040-02) Temporarily discontinued the 2ml vial presentation. Shortage per Manufacturer:--Manufacturing delays;25mg/ml; 40ml vial--
-- Preservative Free--
-- (NDC 66758-0041-01) Experiencing a back order on 40ml vials. Shortage per Manufacturer:--
-- Manufacturing delays;25mg/ml; 10ml vial--
-- Preservative Free--
-- (NDC 66758-0040-08) Temporarily discontinued the 10 mL vial presentation Shortage per Manufacturer:--
-- Manufacturing delays;25mg/ml; 2ml vial--
-- Preservative Free--
-- (NDC 66758-0040-02) Temporarily discontinued the 2ml vial presentation. Shortage per Manufacturer:--
-- Manufacturing delays;25mg/ml; 40ml vial--Preservative Free--(NDC 66758-0041-01) Experiencing a back order on 40ml vials. Shortage per Manufacturer:--Manufacturing delays- Sandoz has temporarily discontinued the 2ml vial presentation.--;25mg/ml; 10ml vial--Preservative Free--(NDC 66758-0040-08) N/A Shortage per Manufacturer:--Manufacturing delays- Sandoz has temporarily discontinued the 2ml vial presentation.--;25mg/ml; 2ml vial--Preservative Free--(NDC 66758-0040-02) N/A Shortage per Manufacturer:--Manufacturing delays- Sandoz has temporarily discontinued the 2ml vial presentation.--"
Sandoz,methotrexate,2,3/1/13,3/1/13,manufacturing delays,blue,,25mg/ml; 40ml vial--Preservative Free--(NDC 66758-0041-01) Experiencing a back order on 40ml vials. Shortage per Manufacturer:--Manufacturing delays- Sandoz has temporarily discontinued the 2ml vial presentation.--;25mg/ml; 10ml vial--Preservative Free--(NDC 66758-0040-08) N/A Shortage per Manufacturer:--Manufacturing delays- Sandoz has temporarily discontinued the 2ml vial presentation.--;25mg/ml; 2ml vial--Preservative Free--(NDC 66758-0040-02) N/A Shortage per Manufacturer:--Manufacturing delays- Sandoz has temporarily discontinued the 2ml vial presentation.--
Teva,methotrexate,1,9/1/12,1/10/13,demand increase; available,orange,,"25mg/ml; 10mL vial Preservative Free (NDC 00703-3675-01) All presentation are available with ample inventory Teva will launch this product the beginning of August.--Shortage per Manufacturer:--Increased demand--;25mg/ml; 2mL vial Preservative Free (NDC 00703-3671-03) All presentation are available with ample inventory Teva will launch this product the beginning of August.--Shortage per Manufacturer:--Increased demand--;25mg/mL; 40mL vial Preservative Free (NDC 00703-3678-01) All presentation are available with ample inventory Teva will launch this product the beginning of August.--Shortage per Manufacturer:--Increased demand--;--25mg/ml; 4mL vial Preservative Free (NDC 00703-3673-01) All presentation are available with ample inventory Teva will launch this product the beginning of August.--Shortage per Manufacturer:--Increased demand--;25mg/ml; 10mL vial Preservative Free (NDC 00703-3675-01) All presentation are available with ample inventory. Teva will launch this product the beginning of August.--Shortage per Manufacturer:--Increased demand--;25mg/ml; 2mL vial Preservative Free (NDC 00703-3671-03) All presentation are available with ample inventory. Teva will launch this product the beginning of August.--Shortage per Manufacturer:--Increased demand--;25mg/mL; 40mL vial Preservative Free (NDC 00703-3678-01) All presentation are available with ample inventory. Teva will launch this product the beginning of August.--Shortage per Manufacturer:--Increased demand--;--25mg/ml; 4mL vial Preservative Free (NDC 00703-3673-01) All presentation are available with ample inventory. Teva will launch this product the beginning of August.--Shortage per Manufacturer:--Increased demand--;--
-- 25mg/ml; 4mL vial Preservative Free (NDC 00703-3673-01) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.
--;25mg/ml; 10mL vial Preservative Free (NDC 00703-3675-01) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.
--;25mg/ml; 2mL vial Preservative Free (NDC 00703-3671-03) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.
--;25mg/mL; 40mL vial Preservative Free (NDC 00703-3678-01) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.
--;25mg/ml; 10mL vial Preservative Free (NDC 00703-3675-01) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.--;25mg/ml; 2mL vial Preservative Free (NDC 00703-3671-03) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.--;25mg/mL; 40mL vial Preservative Free (NDC 00703-3678-01) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.--;--25mg/ml; 4mL vial Preservative Free (NDC 00703-3673-01) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.--"
Teva,methotrexate,2,3/1/13,3/1/13,available,,,25mg/ml; 10mL vial Preservative Free (NDC 00703-3675-01) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.--;25mg/ml; 2mL vial Preservative Free (NDC 00703-3671-03) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.--;25mg/mL; 40mL vial Preservative Free (NDC 00703-3678-01) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.--;--25mg/ml; 4mL vial Preservative Free (NDC 00703-3673-01) All presentation are available with ample inventory. Teva launched this product on July 31- 2012.--
Valeant,methoxsalen,1,11/13/12,8/15/13,manufacturing delays; available,blue,pediatric;dermatology;,There is not yet an estimated release date.--Shortage per Manufacturer:--Manufacturing delays;Oxoralen Lotion 1%  Currently available Product released to market April 2013
AmericanRegent,methyldopate,1,2/9/12,3/25/14,manufacturing delays; not releasing; material shortages,green,pediatric;cardiovascular;,American Regent has methyldopate injection on back order and cannot estimate a release date;Manufacturing delays American Regent has methyldopate injection on back order and cannot estimate a release date;50 mg/mL- 5 mL vial (NDC 00517-8905-10) Unavailable Currently not releasing.;50 mg/mL- 5 mL vial- 10s (NDC 00517-8905-10) Unavailable Shortage per Manufacturer: American Regent is currently not releasing Methyldopate HCl Injection- USP.;50 mg/mL- 5 mL vial- 10s (NDC 00517-8905-10) Unavailable - No product available for release. No plan to manufacture American Regent is currently not releasing Methyldopate HCl Injection- USP.
Shionogi,methylin,1,3/6/13,3/25/14,manufacturing issues,blue,pediatric;psychiatry;,10 mg tablets (NDC 59630-762-10)  Product temporairily unavailable. Shortage per Manufacturer: Manufacturing issues.;2.5 mg tablets (NDC 59630-760-10) Product temporairily unavailable. Shortage per Manufacturer: Manufacturing issues.;5 mg tablets (NDC 59630-761-10)  Product temporairily unavailable. Shortage per Manufacturer: Manufacturing issues.;10 mg tablets (NDC 59630-762-10)  Product temporarily unavailable. Shortage per Manufacturer: Manufacturing issues.;2.5 mg tablets (NDC 59630-760-10) Product temporarily unavailable. Shortage per Manufacturer: Manufacturing issues.;5 mg tablets (NDC 59630-761-10)  Product temporarily unavailable. Shortage per Manufacturer: Manufacturing issues.;10 mg tablets (NDC 59630-762-10) --100 package size Product temporarily unavailable. Shortage per Manufacturer: Manufacturing issues.;2.5 mg tablets (NDC 59630-760-10)--100 package size Product temporarily unavailable. Shortage per Manufacturer: Manufacturing issues.;5 mg tablets (NDC 59630-761-10) --100 package size Product temporarily unavailable. Shortage per Manufacturer: Manufacturing issues.
Actavis,methylphenidate,1,7/24/13,7/24/13,available,,pediatric;psychiatry;,Methylphenidate Hydrochloride Tablets- USP- 10 mg- --NDC: 0591-5883-01 We are shipping our customers at their historical volume to fill their needs in the market.;Methylphenidate Hydrochloride Tablets- USP- 20 mg- --NDC: 0591-5882-01 We are shipping our customers at their historical volume to fill their needs in the market.;Methylphenidate Hydrochloride Tablets- USP- 5 mg--NDC: 0591-5882-01 We are shipping our customers at their historical volume to fill their needs in the market.
Actavis,methylphenidate,2,8/7/13,3/25/14,available,,pediatric;psychiatry;,Methylphenidate Hydrochloride Tablets- USP- 10 mg- --NDC: 0591-5883-01 We are shipping our customers at their historical volume to fill their needs in the market.;Methylphenidate Hydrochloride Tablets- USP- 20 mg- --NDC: 0591-5882-01 We are shipping our customers at their historical volume to fill their needs in the market.;Methylphenidate Hydrochloride Tablets- USP- 5 mg--NDC: 0591-5882-01 We are shipping our customers at their historical volume to fill their needs in the market.;Methylphenidate Hydrochloride Tablets- USP- 10 mg- --NDC: 0591-5883-01 We are shipping our customers at their historical volume to fill their needs in the market;Methylphenidate Hydrochloride Tablets- USP- 20 mg- --NDC: 0591-5882-01 We are shipping our customers at their historical volume to fill their needs in the market;Methylphenidate Hydrochloride Tablets- USP- 5 mg--NDC: 0591-5882-01 We are shipping our customers at their historical volume to fill their needs in the market;Methylphenidate Hydrochloride Tablets- USP- 10 mg- --NDC: 0591-5883-01 Available  No supply issues anticipated;Methylphenidate Hydrochloride Tablets- USP- 20 mg- --NDC: 0591-5882-01 Available  No supply issues anticipated;Methylphenidate Hydrochloride Tablets- USP- 5 mg--NDC: 0591-5882-01 Available  No supply issues anticipated
Covidien,methylphenidate,1,4/7/11,5/9/11,#; material availability,green,pediatric;psychiatry;,"~~~Capacity constraints and receiving API orders --API constraints--Increase in demand--n/a;Expect sporadic backorders for the next couple of months. --Currently experiencing a shortage and expect to have product available again in April 2011. --Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May.--Continues to have product available.~~~;~~~Capacity constraints and receiving API orders
--  
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- API constraints
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Increase in demand
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- n/a;Expect sporadic backorders for the next couple of months. --
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Currently experiencing a shortage and expect to have product available again in April 2011.
--  
--
--
--
--
--
--
--
--
--
--
--
--
-- Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May.
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Continues to have product available.~~~;~~~Capacity constraints and receiving API orders   -- API constraints -- Increase in demand -- n/a;Expect sporadic backorders for the next couple of months. -- Currently experiencing a shortage and expect to have product available again in April 2011.   -- Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May. -- Continues to have product available.~~~;Currently experiencing a shortage and expect to have product available again in April 2011."
Mallinckrodt,methylphenidate,1,5/11/11,7/12/12,material shortages; demand increase; material shortage recovery; ,green,pediatric;psychiatry;,Mallinckrodt expects to have continued gradual improvement over the next two months- with full recovery by July 2011.;Mallinckrodt expects to have continued gradual improvement over the next two months- with full recovery by August 2011.;Very limited supply of most strengths of methylphenidate IR and ER tablets is available. Timing for a return to full supply is indefinite and may be extended.;Very limited supply of most strengths of methylphenidate IR and ER tablets is available. Timing for a return to full supply is indefinite and may be extended.;All strengths of methylphenidate IR and ER tablets will be increasingly available as supply recovery continues- with most contracted orders being met.;Continued recovery as a result of previously unavailable raw material All strengths of methylphenidate IR and ER tablets will be increasingly available as supply recovery continues- with most contracted orders being met.;
Mallinckrodt,methylphenidate,2,3/6/13,3/25/14,material shortages; available,green,pediatric;psychiatry;,10 mg IR tablets (NDC 00406-1144-01 and 00406-1144-10)--  Product temporairily unavailable. Shortage per Manufacturer: Shortage of active ingredient.;20 mg IR tablets (NDC 00406-1146-01 and 00406-1146-10)--  Product temporairily unavailable. Shortage per Manufacturer: Shortage of active ingredient.;5 mg IR tablets (NDC 00406-1142-10)--  Product temporairily unavailable. Shortage per Manufacturer: Shortage of active ingredient.;10 mg IR tablets (NDC 00406-1144-01 and 00406-1144-10)--  Limited availability through Spring 2013. Shortage per Manufacturer: Shortage of active ingredient.;20 mg IR tablets (NDC 00406-1146-01 and 00406-1146-10)--  Limited availability through Spring 2013. Shortage per Manufacturer: Shortage of active ingredient.;5 mg IR tablets (NDC 00406-1142-10)--  Limited availability through Spring 2013. Shortage per Manufacturer: Shortage of active ingredient.;20 mg IR tablets (NDC 00406-1146-01 and 00406-1146-10)--  Increasing supply to fully recover by early August 2013 Shortage per Manufacturer: Shortage of active ingredient.;10 mg IR tablets (NDC 00406-1144-01 and 00406-1144-10)--  Increasing supply to fully recover by late July 2013 Shortage per Manufacturer: Shortage of active ingredient.;5 mg IR tablets (NDC 00406-1142-10)--  Increasing supply to fully recover by late July 2013 Shortage per Manufacturer: Shortage of active ingredient.;10 mg IR tablets (NDC 00406-1144-01 and 00406-1144-10)--  Available Shortage per Manufacturer: Shortage of active ingredient.;20 mg IR tablets (NDC 00406-1146-01 and 00406-1146-10)--  Available Shortage per Manufacturer: Shortage of active ingredient.;5 mg IR tablets (NDC 00406-1142-10)--  Available Shortage per Manufacturer: Shortage of active ingredient.;10 mg IR tablets (NDC 00406-1144-01 and 00406-1144-10)--  Available No shortage anticipated in the next 6 months.;20 mg IR tablets (NDC 00406-1146-01 and 00406-1146-10)--  Available No shortage anticipated in the next 6 months.;5 mg IR tablets (NDC 00406-1142-10)--  Available No shortage anticipated in the next 6 months.;10 mg IR tablets (NDC 00406-1144-01 and 00406-1144-10)- 100 and 1000 package size Available;20 mg IR tablets (NDC 00406-1146-01 and 00406-1146-10)- 100 and 1000 package size Available;5 mg IR tablets (NDC 00406-1142-10)--1000 package size  Available
Noven,methylphenidate,1,6/1/11,7/12/12,available,,pediatric;psychiatry;,Currently all product is available;Not applicable Currently all product is available;
Sandoz,methylphenidate,1,4/7/11,7/12/12,#; capacity constraints; capacity constraints;  material order; ,green,pediatric;psychiatry;,"~~~Capacity constraints and receiving API orders --API constraints--Increase in demand--n/a;Expect sporadic backorders for the next couple of months. --Currently experiencing a shortage and expect to have product available again in April 2011. --Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May.--Continues to have product available.~~~;~~~Capacity constraints and receiving API orders
--  
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- API constraints
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Increase in demand
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- n/a;Expect sporadic backorders for the next couple of months. --
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Currently experiencing a shortage and expect to have product available again in April 2011.
--  
--
--
--
--
--
--
--
--
--
--
--
--
-- Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May.
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Continues to have product available.~~~;~~~Capacity constraints and receiving API orders   -- API constraints -- Increase in demand -- n/a;Expect sporadic backorders for the next couple of months. -- Currently experiencing a shortage and expect to have product available again in April 2011.   -- Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May. -- Continues to have product available.~~~;Expect sporadic backorders for the next couple of months.;Capacity constraints and receiving API orders. Expect sporadic backorders for the next couple of months.;"
Sandoz,methylphenidate,2,7/5/13,7/24/13,available; manufacturing site capacity,blue,pediatric;psychiatry;,20 mg- 100s (NDC 00781-5753-01) Available N/A;5 mg- 100s (NDC 00781-5748-01)--  Temporarily unavailable and Sandoz cannot estimate a release date. Shortage per Manufacturer: Manufacturing site capacity--;10 mg- 100s (NDC 00781-5749-01)--  Temporarily unavailable and Sandoz cannot estimate a release date.--  Shortage per Manufacturer: Manufacturing site capacity--
Sandoz,methylphenidate,3,8/7/13,3/25/14,available; manufacturing site capacity; capacity constraints,blue,pediatric;psychiatry;,20 mg- 100s (NDC 00781-5753-01) Available N/A;5 mg- 100s (NDC 00781-5748-01)--  Temporarily unavailable and Sandoz cannot estimate a release date. Shortage per Manufacturer: Manufacturing site capacity--;10 mg- 100s (NDC 00781-5749-01)--  Temporarily unavailable and Sandoz cannot estimate a release date.--  Shortage per Manufacturer: Manufacturing site capacity--;20 mg- 100s (NDC 00781-5753-01) Now on back order.  Supply expected mid to end September.--  Shortage per Manufacturer: Manufacturing site capacity--;5 mg- 100s (NDC 00781-5748-01)--  Supply expected end August Shortage per Manufacturer: Manufacturing site capacity--;10 mg- 100s (NDC 00781-5749-01)--  Supply expected mid to end September.--  Shortage per Manufacturer: Manufacturing site capacity--;20 mg- 100s (NDC 00781-5753-01) Now on back order.  Supply expected mid to end September--  Shortage per Manufacturer: Manufacturing site capacity--;5 mg- 100s (NDC 00781-5748-01)--  Supply expected mid to end September Shortage per Manufacturer: Manufacturing site capacity--;10 mg- 100s (NDC 00781-5749-01)--  Supply expected mid to end September--  Shortage per Manufacturer: Manufacturing site capacity--;20 mg- 100s (NDC 00781-5753-01) Supply expected early October  Shortage per Manufacturer: Manufacturing site capacity--;5 mg- 100s (NDC 00781-5748-01)--  Product now available Shortage per Manufacturer: Manufacturing site capacity--;10 mg- 100s (NDC 00781-5749-01)--  Supply expected early October  Shortage per Manufacturer: Manufacturing site capacity--;10 mg- 100s (NDC 00781-5749-01)--  Due to an API shortage- we will continue to see back orders until end of February. Shortage per Manufacturer: Manufacturing site capacity/API Supply Delay;20 mg- 100s (NDC 00781-5753-01) Due to an API shortage- we will continue to see back orders until end of February. Shortage per Manufacturer: Manufacturing site capacity/API Supply Delay;20 mg- 100s (NDC 00781-5753-01) Expected to have another short term BO through End of  March Shortage per Manufacturer: Manufacturing site capacity/API Supply Delay;10 mg- 100s (NDC 00781-5749-01)--  We have received product and are currently off BO. Shortage per Manufacturer: Manufacturing site capacity/API Supply Delay;5 mg- 100s (NDC 00781-5748-01)--  Product now available--May have a short term BO through end of March Shortage per Manufacturer: Manufacturing site capacity--
UCB,methylphenidate,1,4/7/11,7/12/12,#; demand increase; available,orange,pediatric;psychiatry;,"~~~Capacity constraints and receiving API orders --API constraints--Increase in demand--n/a;Expect sporadic backorders for the next couple of months. --Currently experiencing a shortage and expect to have product available again in April 2011. --Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May.--Continues to have product available.~~~;~~~Capacity constraints and receiving API orders
--  
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- API constraints
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Increase in demand
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- n/a;Expect sporadic backorders for the next couple of months. --
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Currently experiencing a shortage and expect to have product available again in April 2011.
--  
--
--
--
--
--
--
--
--
--
--
--
--
-- Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May.
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Continues to have product available.~~~;~~~Capacity constraints and receiving API orders   -- API constraints -- Increase in demand -- n/a;Expect sporadic backorders for the next couple of months. -- Currently experiencing a shortage and expect to have product available again in April 2011.   -- Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May. -- Continues to have product available.~~~;Minus the 5 mg IR presentation- UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May.;UCB has all presentations of 5 mg IR available.  All UCB presentations of 10 mg IR- 20 mg IR- and 20 mg ER- are out of stock.  The out of stock tablets are expected to be on intermittent backorder until approximately May 20.;UCB is currently in stock in all strengths of our methylphenidate products (IR- ER- and CD) and presentations.;UCB is currently in stock in all strengths and presentations of our methylphenidate IR and CD product.   UCB is currently out of stock of our 20 mg ER product and expect resupply by October 2011.;UCB is currently in stock in all strengths and presentations of our methylphenidate  CD- ER- and IR product.;UCB is currently in stock in all strengths and presentations of our methylphenidate ER and CD products.  --
--
-- UCB is currently out of stock of our  5 mg and 20 mg  I R product and expect resupply by  February 2012.;UCB is currently in stock in all strengths and presentations of our methylphenidate ER and CD products.  -- UCB is currently out of stock of our  5 mg and 20 mg  I R product and expect resupply by  February 2012.;UCB is currently in stock on all strengths and presentations of our methylphenidate ER and CD products- except for Methylphenidate ER 20 mg.   UCB is currently out of stock of our  5 mg and 20 mg.  UCB expects resupply by  February 2012.;UCB is currently out of stock of our 5 mg IR- 10 mg IR and 20 mg IR and our 20 mg ER products.  UCB expects resupply by February.;UCB has availability of 5 mg IR tablets- 10 mg IR tablets and 20 mg ER tablets.  UCB anticipates release of  the 20 mg IR Tablets shortly.;Increased demand UCB has availability of 5 mg IR tablets- 10 mg IR tablets and 20 mg ER tablets.  UCB anticipates release of  the 20 mg IR Tablets shortly.;"
UCB,methylphenidate,2,6/17/13,3/25/14,demand increase,orange,pediatric;psychiatry;,10 mg Methylphenidate Hydrochloride Tablets USP - 100 Tabs (NDC 53014-530-07) Availability: 25th June 2013 Estimated Shortage Duration: 2 May thru 24 Jun 2013--;20 mg Methylphenidate Hydrochloride Tablets- USP - 100 Tabs (NDC 53014-532-07)--  Availability: 2nd July 2013 Estimated Shortage Duration: 7 May thru 1 Jul 2013;NULL NULL NULL;10 mg Methylphenidate Hydrochloride IR tablets- 100s (NDC 53014-532-07 Availability July 5- 2013 Estimated Shortage Duration: May 2 through July 5- 2013;20 mg Methylphenidate Hydrochloride IR tablets- 100s (NDC 53014-532-07 Availability October 2013--Currently in back ordered;5 mg Mehtylphenidate IR tablets- 100 tabs (NDC 53014-0531-07) Availability October 18th 2013--Currently in back order--OOS from Sept 19th until Oct 17th.--;20 mg Methylphenidate Hydrochloride IR tablets- 100s (NDC 53014-532-07 Availability December 2013--Limited availability during September;10 mg Methylphenidate IR Tablets - 100 tabs (NDC 53014-530-07) Available;20 mg Methylphenidate Hydrochloride IR tablets- 100 tabs (NDC 53014-532-07) Available;5 mg Methylphenidate IR tablets- 100 tabs (NDC 53014-0531-07) Available
Watson,methylphenidate,1,4/7/11,7/12/12,#; available; ,,pediatric;psychiatry;,"~~~Capacity constraints and receiving API orders --API constraints--Increase in demand--n/a;Expect sporadic backorders for the next couple of months. --Currently experiencing a shortage and expect to have product available again in April 2011. --Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May.--Continues to have product available.~~~;~~~Capacity constraints and receiving API orders
--  
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- API constraints
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Increase in demand
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- n/a;Expect sporadic backorders for the next couple of months. --
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Currently experiencing a shortage and expect to have product available again in April 2011.
--  
--
--
--
--
--
--
--
--
--
--
--
--
-- Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May.
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
--
-- Continues to have product available.~~~;~~~Capacity constraints and receiving API orders   -- API constraints -- Increase in demand -- n/a;Expect sporadic backorders for the next couple of months. -- Currently experiencing a shortage and expect to have product available again in April 2011.   -- Minus the 5 mg IR presentation, UCB continues to have remaining presentations and strengths available. 5 mg tablets are expected to be on intermittent backorder until mid-May. -- Continues to have product available.~~~;Continues to have product available.;Watson has all 3 strengths available for contracted customers only.;n/a Watson has all 3 strengths available for contracted customers only.;"
Actavis,methylphenidater,1,7/24/13,7/24/13,available; manufacturing delays,blue,pediatric;psychiatry;,Methylphenidate Hydrochloride- ER Tablets- 18 MG 100s --NDC: 00591-2715-01 Available;Methylphenidate Hydrochloride- ER Tablets- 27 MG 100s --NDC: 00591-2716-01 Available;Methylphenidate Hydrochloride- ER Tablets- 36 MG 100s --NDC: 00591-2717-01 Available;Methylphenidate Hydrochloride- ER Tablets- 54 MG 100s --NDC: 00591-2718-01 Available;Methylphenidate Hydrochloride- ER Capsules- 40 mg- 100s --NDC: 67767-0202-01  Currently back ordered due to manufacturing delays- non API related.;Methylphenidate Hydrochloride- ER Capsules- 30 mg- 100s --NDC: 67767-0201-01 Currently back ordered due to manufacturing delays- non API related.;Methylphenidate Hydrochloride- ER Capsules-  20 mg- 100s --NDC: 67767-0200-01 Currently back ordered due to manufacturing delays- non API related.
