company,drug,streak,start,end,reasons,color,type,info,,,,,,,,,,,,,
Bedford,ketorolac,2,11/2/12,3/25/14,manufacturing delays; capacity constraints; pending manufacturing change,blue,,30 mg/mL 10 mL vial- 10 count (NDC 55390-0481-10) Bedford has all presentations of ketorolac injection on back order and the company cannot estimate a release date Shortage per Manufacturer: Manufacturing delays;30 mg/mL 1 mL vial- 10 count (NDC 55390-0481-01) Bedford has all presentations of ketorolac injection on back order and the company cannot estimate a release date Shortage per Manufacturer: Manufacturing delays;15 mg/mL 1 mL vial- 10 count (NDC 55390-0480-01) Bedford has all presentations of ketorolac injection on back order and the company cannot estimate a release date Shortage per Manufacturer: Manufacturing delays;15 mg/mL 1 mL vial- 10 count (NDC 55390-0480-01) Unavailable Shortage per Manufacturer: Capacity constraint. Availability of products is updated on the Bedford Laboratories website.;30 mg/mL 10 mL vial- 10 count (NDC 55390-0481-10) Unavailable Shortage per Manufacturer: Capacity constraint. Availability of products is updated on the Bedford Laboratories website.;30 mg/mL 1 mL vial- 10 count (NDC 55390-0481-01) Unavailable Shortage per Manufacturer: Capacity constraint. Availability of products is updated on the Bedford Laboratories website.;60 mg Inj SDV 2 mL (NDC 55390-481-02) Unavailable Shortage per Manufacturer: Capacity constraint. Availability of products is updated on the Bedford Laboratories website.;30 mg/mL 1 mL vial- 10 count (NDC 55390-0481-01) Unavailable Shortage per Manufacturer: Pending manufacturing change or addition. Availability of products is updated on the Bedford Laboratories website.;30 mg/mL 10 mL vial- 10 count (NDC 55390-0481-10) Unavailable Shortage per Manufacturer: Pending manufacturing change or addition. Availability of products is updated on the Bedford Laboratories website.;60 mg Inj SDV 2 mL (NDC 55390-481-02) Unavailable Shortage per Manufacturer: Pending manufacturing change or addition. Availability of products is updated on the Bedford Laboratories website.;15 mg/mL 1 mL vial- 10 count (NDC 55390-0480-01) Unavailable Shortage per Manufacturer: Pending manufacturing change or addition. Availability of products is updated on the Bedford Laboratories website.;30 mg/mL 1 mL vial- 10 count (NDC 55390-0481-01) Unavailable   Shortage per Manufacturer: Pending manufacturing change or addition. Availability of products is updated on the Bedford Laboratories website.;15 mg/mL 1 mL vial- 10 count (NDC 55390-0480-01) Unavailable   Shortage per Manufacturer: Pending manufacturing change or addition. Availability of products is updated on the Bedford Laboratories website.;60 mg Inj SDV 2 mL (NDC 55390-481-02) Unavailable   Shortage per Manufacturer: Pending manufacturing change or addition. Availability of products is updated on the Bedford Laboratories website.;30 mg/mL 10 mL vial- 10 count (NDC 55390-0481-10) Unavailable   Shortage per Manufacturer: Pending manufacturing change or addition. Availability of products is updated on the Bedford Laboratories website.,,,,,,,,,,,,,
APP,ketorolac,1,12/22/11,10/19/12,material shortage,green,,APP has all presentations of ketorolac injection on back order and the company cannot estimate a release date.;Raw material supply APP has all presentations of ketorolac injection on back order and the company cannot estimate a release date.;;15 mg/mL 1 mL vial- 25 count (NDC 63323-0161-01) APP has all presentations of ketorolac injection on back order and the company cannot estimate a release date. Shortage per Manufacturer: Raw material supply;30 mg/mL 1 mL vial- 25 count (NDC 63323-0162-01) APP has all presentations of ketorolac injection on back order and the company cannot estimate a release date. Shortage per Manufacturer: Raw material supply;30 mg/mL 2 mL vial for intramuscular injection- 25 count (NDC 63323-0162-02) APP has all presentations of ketorolac injection on back order and the company cannot estimate a release date. Shortage per Manufacturer: Raw material supply,,,,,,,,,,,,,
APP,ketorolac,2,11/2/12,11/8/13,material shortage; demand increase; available;,green,,30 mg/mL 1 mL vial- 25 count (NDC 63323-0162-01) APP has all presentations of ketorolac injection on back order and the company cannot estimate a release date. Shortage per Manufacturer: Raw material supply;15 mg/mL 1 mL vial- 25 count (NDC 63323-0161-01) APP has all presentations of ketorolac injection on back order and the company cannot estimate a release date. Shortage per Manufacturer: Raw material supply;30 mg/mL 2 mL vial for intramuscular injection- 25 count (NDC 63323-0162-02) APP has all presentations of ketorolac injection on back order and the company cannot estimate a release date. Shortage per Manufacturer: Raw material supply;15 mg/mL 1 mL vial- 25 count (NDC 63323-0161-01) APP has all presentations of ketorolac injection on back order and estimates a release in Q1 2013. Shortage per Manufacturer: Raw material supply;30 mg/mL 1 mL vial- 25 count (NDC 63323-0162-01) APP has all presentations of ketorolac injection on back order and estimates a release in Q1 2013. Shortage per Manufacturer: Raw material supply;30 mg/mL 2 mL vial for intramuscular injection- 25 count (NDC 63323-0162-02) APP has all presentations of ketorolac injection on back order and estimates a release in Q1 2013. Shortage per Manufacturer: Raw material supply;15 mg/mL 1 mL vial- 25 count (NDC 63323-0161-01) Next delivery expected January 2013.  Check wholesalers for inventory. Shortage per Manufacturer: Raw material supply;30 mg/mL 1 mL vial- 25 count (NDC 63323-0162-01) Next delivery expected January 2013.  Check wholesalers for inventory. Shortage per Manufacturer: Raw material supply;30 mg/mL 2 mL vial for intramuscular injection- 25 count (NDC 63323-0162-02) Next delivery expected January 2013.  Check wholesalers for inventory. Shortage per Manufacturer: Raw material supply;30 mg/mL 1 mL vial- 25 count (NDC 63323-0162-01) Available. Check wholesalers for inventory. Shortage per Manufacturer: Currently available;30 mg/mL 2 mL vial for intramuscular injection- 25 count (NDC 63323-0162-02) Available. Check wholesalers for inventory. Shortage per Manufacturer: Currently available;15 mg/mL 1 mL vial- 25 count (NDC 63323-0161-01) Available. Check wholesalers for inventory. Shortage per Manufacturer: Currently available;15 mg/mL 1 mL vial- 25 count (NDC 63323-0161-01) Backordered. Next release anticipated July 2013. Shortage per Manufacturer: Demand increase for the drug.;30 mg/mL 2 mL vial for intramuscular injection- 25 count (NDC 63323-0162-02) Available.  Check wholesaler inventory. Shortage per Manufacturer: Demand increase for the drug.;30 mg/mL 1 mL vial- 25 count (NDC 63323-0162-01) Available.  Check wholesaler inventory. Shortage per Manufacturer: Demand increase for the drug.;15 mg/mL 1 mL vial- 25 count (NDC 63323-0161-01) Backordered. Next release anticipated July 2013. Check wholesalers for inventory.;30 mg/mL 1 mL vial- 25 count (NDC 63323-0162-01) Backordered. Next release anticipated July 2013. Check wholesalers for inventory.;30 mg/mL 2 mL vial for intramuscular injection- 25 count (NDC 63323-0162-02) Available.  Check wholesaler inventory. Check wholesalers for inventory.;15 mg/mL 1 mL vial- 25 count (NDC 63323-0161-01) Available.  Check wholesaler inventory. Check wholesalers for inventory.;30 mg/mL 1 mL vial- 25 count (NDC 63323-0162-01) Available.  Check wholesaler inventory. Check wholesalers for inventory.,,,,,,,,,,,,,
AmericanRegent,ketorolac,2,11/2/12,3/25/14,not manufacturing; discontinued,black,,30 mg/mL 1 mL vial- 25 count (NDC 00517-0801-25) Unavailable American Regent/Luitpold is not manufacturing Ketorolac Tromethamine Injection- USP;15 mg/mL 1 mL vial- 25 count (NDC 00517-0601-25) Unavailable American Regent/Luitpold is not manufacturing Ketorolac Tromethamine Injection- USP;30 mg/mL 2 mL vial for intramuscular use- 25 count (NDC 00517-0902-25) Unavailable American Regent/Luitpold is not manufacturing Ketorolac Tromethamine Injection- USP;30 mg/mL 2 mL vial for intramuscular use- 25 count (NDC 00517-0902-25) Unavailable American Regent/Luitpold has discontinued manufacturing Ketorolac Tromethamine Injection- USP;30 mg/mL 1 mL vial- 25 count (NDC 00517-0801-25) Unavailable American Regent/Luitpold has discontinued manufacturing Ketorolac Tromethamine Injection- USP;15 mg/mL 1 mL vial- 25 count (NDC 00517-0601-25) Unavailable American Regent/Luitpold has discontinued manufacturing Ketorolac Tromethamine Injection- USP;15 mg/mL 1 mL vial- 25 count (NDC 00517-0601-25) Unavailable - No product available for release. No plan to manufacture. American Regent/Luitpold has discontinued manufacturing Ketorolac Tromethamine Injection- USP;30 mg/mL 2 mL vial for intramuscular use- 25 count (NDC 00517-0902-25) Unavailable - No product available for release. No plan to manufacture. American Regent/Luitpold has discontinued manufacturing Ketorolac Tromethamine Injection- USP;30 mg/mL 1 mL vial- 25 count (NDC 00517-0801-25) Unavailable - No product available for release. No plan to manufacture. American Regent/Luitpold has discontinued manufacturing Ketorolac Tromethamine Injection- USP,,,,,,,,,,,,,
Akorn,labetalol,1,10/18/11,3/1/12,demand increase,orange,,Akorn is releasing product as it becomes available and has increased production to meet current increased demand.;All product SKUs are readily available for market distribution.,,,,,,,,,,,,,
Bedford,labetalol,1,10/18/11,3/1/12,manufacturing delays,blue,,Bedford has short supplies of 100 mg/20 mL (NDC 55390-0130-20) and 200 mg/40 mL (55390-0130-40) available for drop shipment.;Bedford has short supplies of 100 mg/20 mL (NDC 55390-0130-20)contact your local Bedford Account Executive.  Bedford 200 mg/40 mL (55390-0130-40) is on backorder and the company cannot estimate a release date.;Bedford has 100 mg/20 mL (NDC 55390-0130-20)and 200 mg/40 mL (55390-0130-40)  on backorder and the company cannot estimate a release date.;Bedford has all labetalol presentations on backorder and the company cannot estimate a release date.,,,,,,,,,,,,,
AmericanRegent,lcysteine,1,10/18/11,3/1/12,manufacturing delays; available,blue,,American Regent has L-cysteine hydrochloride injection on back order and the company cannot estimate a release date.;American Regent has all presentations available.,,,,,,,,,,,,,
APP,leucovorin,1,4/28/11,11/8/13,; demand increase,orange,,"APP is currently back-ordered. Initial supplies are limited- however APP is continuing to produce and release leucovorin calcium lyophilized powder for injection (NDC# 63323-710-50 for the 200mg SDV and NDC# 63323-711-00 for the 500mg SDV).;APP is currently back-ordered due to increased demand. Intermittent releases expected Q1-2012. (NDC# 63323-710-50 for the 200mg SDV and NDC# 63323-711-00 for the 500mg SDV).;APP is currently back-ordered due to increased demand. Intermittent releases are being allocated. (NDC# 63323-710-50 for the 200mg SDV and NDC# 63323-711-00 for the 500mg SDV).;Increased demand APP is currently back-ordered due to increased demand. Intermittent releases are being allocated. (NDC# 63323-710-50 for the 200mg SDV and NDC# 63323-711-00 for the 500mg SDV).;;500 mg SDV (NDC 63323-711-00) APP is currently back-ordered due to increased demand. Intermittent releases are being allocated. Shortage per Manufacturer: Increased demand;200 mg SDV (NDC 63323-710-50) APP is currently back-ordered due to increased demand. Intermittent releases are being allocated. Shortage per Manufacturer: Increased demand;200 mg SDV (NDC 63323-710-50) APP is currently back-ordered due to increased demand. Intermittent releases are being allocated. Shortage per Manufacturer: 
 Increased demand;500 mg SDV (NDC 63323-711-00) APP is currently back-ordered due to increased demand. Intermittent releases are being allocated. Shortage per Manufacturer: 
 Increased demand;500 mg SDV (NDC 63323-711-00) Intermittent back-order.  APP is allocating product as it becomes available. Shortage per Manufacturer: Increased demand;200 mg SDV (NDC 63323-710-50) Intermittent back-order.  APP is allocating product as it becomes available. Shortage per Manufacturer: Increased demand;200 mg SDV (NDC 63323-710-50) Available. Check wholesalers for inventory. Shortage per Manufacturer: Increased demand;500 mg SDV (NDC 63323-711-00) Available. Check wholesalers for inventory. Shortage per Manufacturer: Increased demand;500 mg SDV (NDC 63323-711-00) Currently back-ordered.  Next release anticipated May 2013. Shortage per Manufacturer: Increased demand;500 mg SDV (NDC 63323-711-00) Currently back-ordered.  Next release anticipated June 2013. Shortage per Manufacturer: Increased demand;500 mg SDV (NDC 63323-711-00) Available. Check wholesaler inventory. Shortage per Manufacturer: Increased demand",,,,,,,,,,,,,
Fresenius,leucovorin,1,12/28/13,3/25/14,demand increase,orange,,500 mg SDV (NDC 63323-711-00) Backordered. Next release anticipated January 2014 Shortage per Manufacturer: Manufacturing delays;200 mg SDV (NDC 63323-710-50) Currently on allocation for direct orders. Shortage per Manufacturer: Manufacturing delays;500 mg SDV (NDC 63323-711-00) Currently on allocation for direct orders. Shortage per Manufacturer: Manufacturing delays,,,,,,,,,,,,,
APP,leucovorin,1,8/20/10,8/28/10,manufacturing delays,blue,,Manufacturing delays           See Related Information               See Related Information                   Manufacturing delays,,,,,,,,,,,,,
Bedford,leucovorin,1,6/20/10,6/25/10,manufacturing delays,blue,,Manufacturing delays                     Manufacturing delays,,,,,,,,,,,,,
Bedford,leucovorin,2,8/20/10,8/28/10,manufacturing delays,blue,,Manufacturing delays           See Related Information               See Related Information                   Manufacturing delays,,,,,,,,,,,,,
OrthoMcNeilJanssen,leucovorin,1,8/20/10,8/28/10,manufacturing delays,blue,,Manufacturing delays           See Related Information               See Related Information                   Manufacturing delays,,,,,,,,,,,,,
Teva,leucovorin,1,6/20/10,6/25/10,manufacturing delays,blue,,Manufacturing delays                     Manufacturing delays,,,,,,,,,,,,,
Teva,leucovorin,2,8/20/10,8/28/10,manufacturing delays,blue,,Manufacturing delays           See Related Information               See Related Information                   Manufacturing delays,,,,,,,,,,,,,
Teva,leucovorin,1,4/28/11,3/25/14,manufacturing delays; [temporary import]; demand increase; regulatory delay; available,yellow,,"Teva has leucovorin calcium lyophilized powder 100 mg and 350 mg vials on back order and the company does not anticipate release until April 2011.;Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information.;Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. 
 See Dear Healthcare Professional letter (PDF 692KB) for additional information.;Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information. Teva is currently on backorder and anticipates limited resupply by end of March 2012.;Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. 
 See Dear Healthcare Professional letter (PDF 692KB) for additional information. Teva is currently on backorder and anticipates limited resupply by end of April 2012.;Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information. Teva is currently on backorder and anticipates limited resupply by end of April 2012.;Manufacturing delays Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information. Teva is currently on backorder and anticipates limited resupply by end of April 2012.;Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information. Teva has limited inventory available for drop shipment only at this time.;;100mg/vial (NDC 0703-5140-01) 20mL  Teva has limited inventory available for drop shipment only at this time. Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information. Teva has limited inventory available for drop shipment only at this time. Shortage per Manufacturer: Manufacturing delays;350mg/vial (NDC 00703-5145-01) 30mL Teva has limited inventory available for drop shipment only at this time. Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information. Teva has limited inventory available for drop shipment only at this time. Shortage per Manufacturer: Manufacturing delays;100mg/vial (NDC 0703-5140-01) 20mL  Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information. Teva is currently on back order but expects additional inventory to be available by the end of September.;350mg/vial (NDC 00703-5145-01) 30mL Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information. Teva is currently on back order but expects additional inventory to be available by the end of September.;100mg/vial (NDC 0703-5140-01) 20mL  Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information.;350mg/vial (NDC 00703-5145-01) 30mL Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information.;100mg/vial (NDC 0703-5140-01) 20mL  Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations;350mg/vial (NDC 00703-5145-01) 30mL Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations;100mg/vial (NDC 0703-5140-01) 20mL  Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. We anticipate availability of 30 mL presentation by April. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations.;350mg/vial (NDC 00703-5145-01) 30mL Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. We anticipate availability of 30 mL presentation by April. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations.;350mg/vial (NDC 00703-5145-01) 30mL Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. Teva has  the 30ml  presentation available - ndc 00703-2797-01 See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations.;100mg/vial (NDC 0703-5140-01) 20mL  Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. Teva has  the 30ml  presentation available - ndc 00703-2797-01 See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations.;350mg/vial (NDC 00703-5145-01) 30mL Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. Teva only has the 30ml Calcium Folinate Solution available- NDC 00703-2797-01 See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations.;100mg/vial (NDC 0703-5140-01) 20mL  Teva- in conjunction with the FDA- is initiating a temporary importation of Leucovorin Calcium Folinate Solution for Injection- to the United States market to address the current shortage. Teva only has the 30ml Calcium Folinate Solution available- NDC 00703-2797-01 See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations.;100mg/vial (NDC 0703-5140-01) 20mL  Teva now has 00703-5145-01 Lyopholized Leucovorin available in addition to  a limited supply of the Calcium Folinate Solution for Injection (NDC 00703-2797-01)- which was imported into the United States market to address the shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations.;350mg/vial (NDC 00703-5145-01) 30mL Teva now has 00703-5145-01 Lyopholized Leucovorin available in addition to  a limited supply of the Calcium Folinate Solution for Injection (NDC 00703-2797-01)- which was imported into the United States market to address the shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations.;350mg/vial (NDC 00703-5145-01) 30mL Teva now has 00703-5145-01 Lyopholized Leucovorin available in addition to a limited supply of the Calcium Folinate Solution for Injection (NDC 00703-2797-01)- which was imported into the United States market to address the shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations.;100mg/vial (NDC 0703-5140-01) 20mL  Teva now has 00703-5145-01 Lyopholized Leucovorin available in addition to a limited supply of the Calcium Folinate Solution for Injection (NDC 00703-2797-01)- which was imported into the United States market to address the shortage. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva has limited inventory available of both presentations.;100mg/vial (NDC 0703-5140-01) 20mL  Teva now has 00703-5145-01 Lyopholized Leucovorin available. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva only has the 30ml presentation of Calcium Folinate Solution available- NDC 00703-2797-01.;350mg/vial (NDC 00703-5145-01) 30mL Teva now has 00703-5145-01 Lyopholized Leucovorin available. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva only has the 30ml presentation of Calcium Folinate Solution available- NDC 00703-2797-01.;350mg/vial (NDC 00703-5145-01) 30mL Teva 00703-5145-01 Lyophilized Leucovorin is currently on backorder with resupply expected in January. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva only has the 30ml presentation of Calcium Folinate Solution available- NDC 00703-2797-01.;100mg/vial (NDC 0703-5140-01) 20mL  The 100mg has been temporarily discontinued. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva only has the 30ml presentation of Calcium Folinate Solution available- NDC 00703-2797-01.;350mg/vial (NDC 00703-5145-01) 30mL Teva 00703-5145-01 Lyophilized Leucovorin is currently on backorder and expected to last into March 2014. See Dear Healthcare Professional letter (PDF 692KB) for additional information.   Teva only has the 30ml presentation of Calcium Folinate Solution available- NDC 00703-2797-01.",,,,,,,,,,,,,
Bedford,leucovorin,1,4/28/11,3/25/14,manufacturing delays; demand increase; available; capacity constraints; pending manufacturing change,blue,,"Bedford is releasing product as it becomes available - the 50 mg vial (NDC 55390-0051-10) 100 mg vials (NDC 55390-0052-10) .200 mg vial (NDC 55390-0053-01) and 350 mg vial (NDC 55390-0054-10).;Bedford anticipates release of 200mg and 350mg lyophilized product in early May- 500mg liquid product in early May- and  100mg and 50mg lyophilized product in the next 3-months.;Bedford anticipates releasing the 50mg lyophilized product ((NDC 55390-0051-10)  at the end of July and the 100mg lyophilized product (NDC 55390-0052-10) ) mid-June- 2011.  The 200mg (NDC 55390-0053-01) and 350mg lyophilized product (NDC 55390-0054-10)  will be released mid June- 2011.  The 500mg solution (NDC 55390-0009-01) will be released at the end of July- 2011.;Bedford Laboratories has limited emergency quantities of 200mg lyophilized product (NDC 55390-0053-01). Late July is the anticipated release for the 50mg lyophilized product (NDC 55390-0051-10)- 100mg lyophilized product (NDC 55390-0052-10) 350mg lyophilized product (NDC 55390-0054-10) and 500mg solution (NDC 55390-0009-01).;Bedford  has limited allocated quantities available of powder for injection 50 mg (NDC 55390-0051-10)- 100 mg (NDC 55390-0052-10)- 200 mg (NDC 55390-0053-10)- and 350 mg vials(NDC 55390-0054-10).  Bedford  also has limited allocated quantities available of 10 mg/mL- 50 mL injection (NDC 55390-0009-01). Contact your local Bedford Account Executives.;Bedford  has all leucovirin presenations on backorder and the company cannot estimate a release date.;Manufacturing delays Bedford Laboratories has 50 mg- 100 mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted- the next estimated release dates are unknown. The 500 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determined. Availability of products is updated on the Bedford  Laboratories website.;Bedford Laboratories has 50 mg- 100 mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted- the next estimated release dates are unknown. The 500 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determined. Availability of products is updated on the Bedford  Laboratories website.;;50 mg (NDC 55390-0005-10) Bedford laboratories has 50mg- 100mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted the next estimated release dates are unknown. Availability of products is updated on the Bedford Laboratories website. The 50 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determines.  Shortage per Manufacturer: Manufacturing delays;100 mg (NDC 55390-0052-10) Bedford laboratories has 50mg- 100mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted the next estimated release dates are unknown. Availability of products is updated on the Bedford Laboratories website. The 50 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determines.  Shortage per Manufacturer: Manufacturing delays;350mg (NDC 55390-0054-01) Bedford laboratories has 50mg- 100mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted the next estimated release dates are unknown. Availability of products is updated on the Bedford Laboratories website. The 50 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determines.  Shortage per Manufacturer: Manufacturing delays;500mg 50mL solution (NDC 55390-0009-01) Bedford laboratories has 50mg- 100mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted the next estimated release dates are unknown. Availability of products is updated on the Bedford Laboratories website. The 50 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determines.  Shortage per Manufacturer: Manufacturing delays;200 mg (NDC 55390-0053-01) Bedford laboratories has 50mg- 100mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted the next estimated release dates are unknown. Availability of products is updated on the Bedford Laboratories website. The 50 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determines.  Shortage per Manufacturer: Manufacturing delays;200 mg (NDC 55390-0053-01) Bedford laboratories has 50mg- 100mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted the next estimated release dates are unknown. Availability of products is updated on the Bedford Laboratories website. The 50 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determines. 
 Shortage per Manufacturer: 
 Manufacturing delays;350mg (NDC 55390-0054-01) Bedford laboratories has 50mg- 100mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted the next estimated release dates are unknown. Availability of products is updated on the Bedford Laboratories website. The 50 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determines. 
 Shortage per Manufacturer: 
 Manufacturing delays;500mg 50mL solution (NDC 55390-0009-01) Bedford laboratories has 50mg- 100mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted the next estimated release dates are unknown. Availability of products is updated on the Bedford Laboratories website. The 50 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determines. 
 Shortage per Manufacturer: 
 Manufacturing delays;100 mg (NDC 55390-0052-10) Bedford laboratories has 50mg- 100mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted the next estimated release dates are unknown. Availability of products is updated on the Bedford Laboratories website. The 50 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determines. 
 Shortage per Manufacturer: 
 Manufacturing delays;50 mg (NDC 55390-0005-10) Bedford laboratories has 50mg- 100mg- and 350 mg powder for injection available in limited quantities. Once this supply is depleted the next estimated release dates are unknown. Availability of products is updated on the Bedford Laboratories website. The 50 mg/50 mL solution and 200 mg powder for injection are pending release with release date yet to be determines. 
 Shortage per Manufacturer: 
 Manufacturing delays;100 mg (NDC 55390-0052-10) Available;200 mg (NDC 55390-0053-01) Available;500mg 50mL solution (NDC 55390-0009-01) The 500 mg / 50 mL solution is currently backordered and release dates are to be determined.;50 mg (NDC 55390-0005-10) Available;350mg (NDC 55390-0054-01) Available;350mg (NDC 55390-0054-01) Unavailable Pending Release: Release Date Yet to be Determined;500mg 50mL solution (NDC 55390-0009-01) Unavailable Shortage per Manufacturer: Capacity constraint.  Availability of products is updated on the Bedford Laboratories website.;100 mg (NDC 55390-0052-10) Unavailable Shortage per Manufacturer: Capacity constraint. Availability of products is undated on the Bedford Laboratories website;50 mg (NDC 55390-0005-10) Unavailable Shortage per Manufacturer: Capacity constraint. Availability of products is undated on the Bedford Laboratories website.;200 mg (NDC 55390-0053-01) Unavailable Shortage per Manufacturer: Capacity constraint. Availability of products is updated on the Bedford Laboratories website.;50 mg (NDC 55390-0005-10) Unavailable Shortage: Pending Manufacturing Change or Addition. Availability of products are updated on the Bedford Laboratories website.;500mg 50mL solution (NDC 55390-0009-01) Unavailable Shortage: Pending Manufacturing Change or Addition. Availability of products are updated on the Bedford Laboratories website.;100 mg (NDC 55390-0052-10) Unavailable Shortage: Pending Manufacturing Change or Addition. Availability of products are updated on the Bedford Laboratories website.;200 mg (NDC 55390-0053-01) Unavailable Shortage: Pending Manufacturing Change or Addition. Availability of products are updated on the Bedford Laboratories website.;350mg (NDC 55390-0054-01) Unavailable Shortage: Pending Manufacturing Change or Addition. Availability of products are updated on the Bedford Laboratories website.",,,,,,,,,,,,,
APP,leucovorinlevoleucovorin,1,4/14/11,4/14/11,manufacturing delays,blue,,Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Due to the shortage of both leucovorin and levoleucovorin products,,,,,,,,,,,,,
